"yr_monitoring","labnum_mom","prefered_labnum_mom","colony","rfid_mom","yr_birth_mom","labnum_off","sex_off","rfid_off","yr_birth_off"
"<1995","","","GB2","",NA,"584","f","5E44","<1995"
"<1995","","","GB2","",NA,"585","f","ECD5","<1995"
"<1995","","","GB2","",NA,"591","f","D008","<1995"
"<1995","","","GB2","",NA,"594","f","5862","<1995"
"<1995","","","GB2","",NA,"597","f","5E7B","<1995"
"<1995","","","GB2","",NA,"599","f","5C0C","<1995"
"<1995","","","GB2","",NA,"607","f","B0CD","<1995"
"<1995","","","GB2","",NA,"427","f","0C9F","<1995"
"<1995","","","GB2","",NA,"428","f","693C","<1995"
"<1995","","","GB2","",NA,"429","f","586A","<1995"
"<1995","","","GB2","",NA,"430","f","A3C3","<1995"
"<1995","","","GB2","",NA,"431","f","66EE","<1995"
"<1995","","","GB2","",NA,"432","f","C50A","<1995"
"<1995","","","GB2","",NA,"433","f","5574","<1995"
"<1995","","","GB2","",NA,"436","f","7ADA","<1995"
"<1995","","","GB2","",NA,"437","f","10BF","<1995"
"<1995","","","GB2","",NA,"438","f","4AA3","<1995"
"<1995","","","GB2","",NA,"441","f","DFED","<1995"
"<1995","","","GB2","",NA,"443","f","E76D","<1995"
"<1995","","","GB2","",NA,"444","f","1775","<1995"
"<1995","","","GB2","",NA,"545","f","BCFB=DEFEKT","<1995"
"<1995","","","GB2","",NA,"578","f","91BB=5642","<1995"
"<1996","","","GB2","",NA,"439","f","f439","<1996"
"<1996","","","GB2","",NA,"440","f","f440","<1996"
"1995","435","","GB2","",NA,"","","",""
"1995","439","","GB2","",NA,"","","",""
"1995","442","","GB2","",NA,"","","",""
"1995","427=608","","GB2","",NA,"","","",""
"1995","428=601","","GB2","",NA,"","","",""
"1995","429=590","","GB2","",NA,"","","",""
"1995","430=600","","GB2","",NA,"","","",""
"1995","431=597","","GB2","",NA,"","","",""
"1995","432=603","","GB2","",NA,"","","",""
"1995","433=613","","GB2","",NA,"","","",""
"1995","434=597","","GB2","",NA,"","","",""
"1995","436=595","","GB2","",NA,"","","",""
"1995","437=d09","","GB2","",NA,"","","",""
"1995","438=582","","GB2","",NA,"","","",""
"1995","440=607","","GB2","",NA,"","","",""
"1995","441=589","","GB2","",NA,"","","",""
"1995","443=605","","GB2","",NA,"","","",""
"1995","444=593","","GB2","",NA,"","","",""
"1995","","","GB2","",NA,"583","f","ED06","1995"
"1995","","","GB2","",NA,"592","f","CECC","1995"
"1995","","","GB2","",NA,"602","f","6B1D","1995"
"1995","","","GB2","",NA,"616","f","7842","1995"
"1995","","","GB2","",NA,"1101","f","16B4","1995"
"1996","439","439","GB2","",NA,"614","f","f614","1996"
"1996","440","440","GB2","",NA,"580","m","m580","1996"
"1996","583","583","GB2","ED06",1995,"","","",""
"1996","584","584","GB2","5E44",NA,"","","",""
"1996","585","585","GB2","ECD5",NA,"","","",""
"1996","591","591","GB2","D008",NA,"588","m","m588","1996"
"1996","592","592","GB2","CECC",1995,"581","f","f581","1996"
"1996","594","594","GB2","5862",NA,"","","",""
"1996","597","597","GB2","5E7B",NA,"586","m","m586","1996"
"1996","599","599","GB2","5C0C",NA,"557","m","m557","1996"
"1996","602","602","GB2","6B1D",1995,"","","",""
"1996","607","607","GB2","B0CD",NA,"","","",""
"1996","616","616","GB2","7842",1995,"","","",""
"1996","1101","1101","GB2","16B4",1995,"","","",""
"1996","427=608","427","GB2","0C9F",NA,"","","",""
"1996","428=601","601","GB2","693C",NA,"","","",""
"1996","429=590","combined_429+590","GB2","586A",NA,"577","m","m577","1996"
"1996","430=600","430","GB2","A3C3",NA,"","","",""
"1996","431=596","431","GB2","66EE",NA,"610","m","m610","1996"
"1996","432=603","603","GB2","C50A",NA,"579","m","m579","1996"
"1996","433=613","433","GB2","5574",NA,"554","f","BE76","1996"
"1996","436=595","436","GB2","7ADA",NA,"606","m","m606","1996"
"1996","437=609","437","GB2","10BF",NA,"611","f","f611","1996"
"1996","438=582","582","GB2","4AA3",NA,"612","m","m612","1996"
"1996","441=589","Combined_441+589","GB2","DFED",NA,"598","m","m598","1996"
"1996","443=605","combined443+605","GB2","E76D",NA,"","","",""
"1996","444=593","444","GB2","1775",NA,"","","",""
"1996","545=604","545","GB2","BCBF=DEFEKT",NA,"","","",""
"1996","578=620","578","GB2","91BB=5642",NA,"587","f","f587","1996"
"1996","","","GB2","",NA,"559","f","95AD","<1997"
"1997","583","583","GB2","ED06",1995,"","","",""
"1997","584","584","GB2","5E44",NA,"684","m","m684","1997"
"1997","585","585","GB2","ECD5",NA,"","","",""
"1997","591","591","GB2","D008",NA,"","","",""
"1997","592","592","GB2","CECC",1995,"548","f","f548","1997"
"1997","594","594","GB2","5862",NA,"553","m","m553","1997"
"1997","597","597","GB2","5E7B",NA,"","","",""
"1997","599","599","GB2","5C0C",NA,"","","",""
"1997","602","602","GB2","6B1D",1995,"","","",""
"1997","1101","1101","GB2","16B4",1995,"547","m","m547","1997"
"1997","427=608","427","GB2","0C9F",NA,"","","",""
"1997","428=601","601","GB2","693C",NA,"546","m","m546","1997"
"1997","429=590","combined_429+590","GB2","586A",NA,"","","",""
"1997","430=600","430","GB2","A3C3",NA,"556","m","m556","1997"
"1997","431=596","431","GB2","66EE",NA,"552","m","m552","1997"
"1997","432=603","603","GB2","C50A",NA,"","","",""
"1997","433=613","433","GB2","5574",NA,"","","",""
"1997","436=595","436","GB2","7ADA",NA,"549","m","m549","1997"
"1997","437=609","437","GB2","10BF",NA,"","","",""
"1997","438=582","582","GB2","4AA3",NA,"682","m","m682","1997"
"1997","441=589","Combined_441+589","GB2","DFED",NA,"558","m","m558","1997"
"1997","444=593","444","GB2","1775",NA,"550","m","m550","1997"
"1997","545=604","545","GB2","BCBF=DEFEKT",NA,"","","",""
"1997","554=560=736=879","554","GB2","BE76",1996,"","","",""
"1997","578=620","578","GB2","91BB=5642",NA,"555","m","m555","1997"
"1997","","","GB2","",NA,"551","m","m551","1997"
"1997","","","GB2","",NA,"561","m","m561","1997"
"1998","559","559","GB2","95AD",NA,"766","m","m766","1998"
"1998","583","583","GB2","ED06",1995,"740","m","m740","1998"
"1998","584","584","GB2","5E44",NA,"","","",""
"1998","591","591","GB2","D008",NA,"735","m","m735","1998"
"1998","592","592","GB2","CECC",1995,"748","f","f748","1998"
"1998","597","597","GB2","5E7B",NA,"746","m","m746","1998"
"1998","599","599","GB2","5C0C",NA,"738","f","221F","1998"
"1998","602","602","GB2","6B1D",1995,"745","m","m745","1998"
"1998","1101","1101","GB2","16B4",1995,"","","",""
"1998","427=608","427","GB2","0C9F",NA,"741","f","F776","1998"
"1998","428=601","601","GB2","693C",NA,"767","m","m767","1998"
"1998","429=590","combined_429+590","GB2","586A",NA,"747","f","BFBE","1998"
"1998","430=600","430","GB2","A3C3",NA,"","","",""
"1998","431=596","431","GB2","66EE",NA,"","","",""
"1998","432=603","603","GB2","C50A",NA,"","","",""
"1998","433=613","433","GB2","5574",NA,"737","m","m737","1998"
"1998","436=595","436","GB2","7ADA",NA,"749=","f","C4AA","1998"
"1998","437=609","437","GB2","10BF",NA,"742","m","m742","1998"
"1998","438=582","582","GB2","4AA3",NA,"","","",""
"1998","441=589","Combined_441+589","GB2","DFED",NA,"791","f","CB4D=6D87","1998"
"1998","444=593","444","GB2","1775",NA,"734","f","6023","1998"
"1998","545=604","545","GB2","BCBF=DEFEKT",NA,"739","f","1890","1998"
"1998","554=560=736=879","554","GB2","BE76",1996,"","","",""
"1998","578=620","578","GB2","91BB=5642",NA,"","","",""
"1998","","","GB2","",NA,"764","m","m764","1998"
"1998","","","GB2","",NA,"765","m","m765","1998"
"1998","","","GB2","",NA,"743","m","m743","1998"
"1998","","","GB2","",NA,"744","m","m744","1998"
"1999","559","559","GB2","95AD",NA,"880","f","5631","1999"
"1999","583","583","GB2","ED06",1995,"882","f","5F32","1999"
"1999","584","584","GB2","5E44",NA,"","","",""
"1999","592","592","GB2","CECC",1995,"877","f","B8AA","1999"
"1999","597","597","GB2","5E7B",NA,"","","",""
"1999","599","599","GB2","5C0C",NA,"876","f","f876","1999"
"1999","602","602","GB2","6B1D",1995,"891","f","89C1","1999"
"1999","1101","1101","GB2","16B4",1995,"883","m","m883","1999"
"1999","427=608","427","GB2","0C9F",NA,"881","m","m881","1999"
"1999","428=601","601","GB2","693C",NA,"884","f","C16B","1999"
"1999","429=590","combined_429+590","GB2","586A",NA,"874","f","FD3D","1999"
"1999","430=600","430","GB2","A3C3",NA,"889","f","6336","1999"
"1999","431=596","431","GB2","66EE",NA,"887","m","m887","1999"
"1999","432=603","603","GB2","C50A",NA,"","","",""
"1999","433=613","433","GB2","5574",NA,"885","f","D726","1999"
"1999","436=595","436","GB2","7ADA",NA,"892=","m","m892=2322","1999"
"1999","438=582","582","GB2","4AA3",NA,"875","f","f875","1999"
"1999","441=589","Combined_441+589","GB2","DFED",NA,"873","m","m873=989","1999"
"1999","444=593","444","GB2","1775",NA,"888","m","m888","1999"
"1999","545=604","545","GB2","BCBF=DEFEKT",NA,"","","",""
"1999","554=560=736=879","554","GB2","BE76",1996,"","","",""
"1999","578=620","578","GB2","91BB=5642",NA,"","","",""
"1999","734=817","734","GB2","6023",1998,"","","",""
"1999","738=890=914","890","GB2","221F",1998,"","","",""
"1999","739=913","739","GB2","1890",1998,"","","",""
"1999","741=912","741","GB2","F776",1998,"","","",""
"1999","747=815","747","GB2","BFBE",1998,"878","m","m878","1999"
"1999","749=816","749","GB2","C4AA",1998,"","","",""
"1999","791=886=910","791","GB2","CB4D=6D87",1998,"","","",""
"2000","559","559","GB2","95AD",NA,"","","",""
"2000","583","583","GB2","ED06",1995,"","","",""
"2000","584","584","GB2","5E44",NA,"","","",""
"2000","592","592","GB2","CECC",1995,"990","f","03F5","2000"
"2000","597","597","GB2","5E7B",NA,"968","f","0AF1","2000"
"2000","599","599","GB2","5C0C",NA,"967","m","m967","2000"
"2000","602","602","GB2","6B1D",1995,"","","",""
"2000","1101","1101","GB2","16B4",1995,"","","",""
"2000","427=608","427","GB2","0C9F",NA,"","","",""
"2000","428=601","601","GB2","693C",NA,"","","",""
"2000","429=590","combined_429+590","GB2","586A",NA,"","","",""
"2000","430=600","430","GB2","A3C3",NA,"965","f","5D79","2000"
"2000","431=596","431","GB2","66EE",NA,"","","",""
"2000","432=603","603","GB2","C50A",NA,"999","m","m999","2000"
"2000","433=613","433","GB2","5574",NA,"987","m","m987","2000"
"2000","436=595","436","GB2","7ADA",NA,"","","",""
"2000","438=582","582","GB2","4AA3",NA,"986","f","F6DF","2000"
"2000","441=589","Combined_441+589","GB2","DFED",NA,"970","f","28E2","2000"
"2000","444=593","444","GB2","1775",NA,"966","m","m966","2000"
"2000","545=604","545","GB2","BCBF=DEFEKT",NA,"","","",""
"2000","554=560=736=879","554","GB2","BE76",1996,"","","",""
"2000","578=620","578","GB2","91BB=5642",NA,"","","",""
"2000","738=890=914","890","GB2","221F",1998,"","","",""
"2000","739=913","739","GB2","1890",1998,"","","",""
"2000","741=912","741","GB2","F776",1998,"","","",""
"2000","747=815","747","GB2","BFBE",1998,"","","",""
"2000","749=816","749","GB2","C4AA",1998,"","","",""
"2000","791=886=910","791","GB2","CB4D=6D87",1998,"","","",""
"2000","874=988","874","GB2","FD3D",1999,"","","",""
"2000","877=906","combined_877+906","GB2","B8AA",1999,"","","",""
"2000","880=904","880","GB2","5631",1999,"964","f","0071","2000"
"2000","882=909","909","GB2","5F32",1999,"","","",""
"2000","884=905","884","GB2","C16B",1999,"","","",""
"2000","885=908","885","GB2","D726",1999,"","","",""
"2000","889=911","889","GB2","6336",1999,"","","",""
"2000","891=907","891","GB2","89C1",1999,"","","",""
"2000","","","GB2","",NA,"969","m","m969","2000"
"2001","559","559","GB2","95AD",NA,"","","",""
"2001","583","583","GB2","ED06",1995,"1510","f","A16A","2001"
"2001","584","584","GB2","5E44",NA,"","","",""
"2001","592","592","GB2","CECC",1995,"1131","f","4DAD","2001"
"2001","597","597","GB2","5E7B",NA,"","","",""
"2001","599","599","GB2","5C0C",NA,"","","",""
"2001","602","602","GB2","6B1D",1995,"","","",""
"2001","986","","GB2","F6DF",2000,"","","",""
"2001","1101","1101","GB2","16B4",1995,"1128","f","f1128","2001"
"2001","428=601","601","GB2","693C",NA,"","","",""
"2001","429=590","combined_429+590","GB2","586A",NA,"1130","f","3F49","2001"
"2001","430=600","430","GB2","A3C3",NA,"","","",""
"2001","431=596","431","GB2","66EE",NA,"1420","f","5D64","2001"
"2001","433=613","433","GB2","5574",NA,"1135","m","m1135","2001"
"2001","436=595","436","GB2","7ADA",NA,"","","",""
"2001","438=582","582","GB2","4AA3",NA,"","","",""
"2001","441=589","Combined_441+589","GB2","DFED",NA,"","","",""
"2001","444=593","444","GB2","1775",NA,"1129","m","m1129","2001"
"2001","554=560=736=879","554","GB2","BE76",1996,"","","",""
"2001","578=620","578","GB2","91BB=5642",NA,"1133","f","29BB","2001"
"2001","738=890=914","890","GB2","221F",1998,"","","",""
"2001","739=913","739","GB2","1890",1998,"1513","f","6C05","2001"
"2001","741=912","741","GB2","F776",1998,"","","",""
"2001","747=815","747","GB2","BFBE",1998,"","","",""
"2001","749=816","749","GB2","C4AA",1998,"","","",""
"2001","791=886=910","791","GB2","CB4D=6D87",1998,"1132","f","f1132","2001"
"2001","874=988","874","GB2","FD3D",1999,"","","",""
"2001","877=906","combined_877+906","GB2","B8AA",1999,"","","",""
"2001","880=904","880","GB2","5631",1999,"","","",""
"2001","884=905","884","GB2","C16B",1999,"","","",""
"2001","885=908","885","GB2","D726",1999,"","","",""
"2001","891=907","891","GB2","89C1",1999,"","","",""
"2001","964=1106","964","GB2","0071",2000,"1127","f","E2D0","2001"
"2001","965=1100","965","GB2","5D79",2000,"","","",""
"2001","968=1107","968","GB2","0AF1",2000,"","","",""
"2001","970=1099","1099","GB2","28E2",2000,"","","",""
"2001","990=1098","990","GB2","03F5",2000,"","","",""
"2002","584","584","GB2","5E44",NA,"1508","f","f1508","2002"
"2002","592","592","GB2","CECC",1995,"1525","f","2122","2002"
"2002","597","597","GB2","5E7B",NA,"1634","m","m1634","2002"
"2002","599","599","GB2","5C0C",NA,"","","",""
"2002","602","602","GB2","6B1D",1995,"","","",""
"2002","986","","GB2","F6DF",2000,"","","",""
"2002","1101","1101","GB2","16B4",1995,"1521","m","m1521","2002"
"2002","1420","1420","GB2","5D64",2001,"","","",""
"2002","1510","1510","GB2","A16A",2001,"1519","f","742D","2002"
"2002","1513","1513","GB2","6C05",2001,"1636","f","07F9=51C3","2002"
"2002","1127=1514","1127","GB2","E2D0",2001,"","","",""
"2002","1130=1417","1130","GB2","3F49",2001,"","","",""
"2002","1131=1422","1131","GB2","4DAD",2001,"","","",""
"2002","1133=1419","1133","GB2","29BB",2001,"","","",""
"2002","430=600","430","GB2","A3C3",NA,"1516","f","909C","2002"
"2002","431=596","431","GB2","66EE",NA,"","","",""
"2002","433=613","433","GB2","5574",NA,"1512","m","m1512","2002"
"2002","441=589","Combined_441+589","GB2","DFED",NA,"1511","f","A2E7","2002"
"2002","444=593","444","GB2","1775",NA,"1522","f","D406","2002"
"2002","554=560=736=879","554","GB2","BE76",1996,"1526","m","m1526","2002"
"2002","578=620","578","GB2","91BB=5642",NA,"1641","m","m1641","2002"
"2002","738=890=914","890","GB2","221F",1998,"","","",""
"2002","739=913","739","GB2","1890",1998,"1515","m","m1515","2002"
"2002","747=815","747","GB2","BFBE",1998,"","","",""
"2002","874=988","874","GB2","FD3D",1999,"1517","m","m1517=1635","2002"
"2002","877=906","combined_877+906","GB2","B8AA",1999,"1649","m","m1649","2002"
"2002","880=904","880","GB2","5631",1999,"1638","f","f1638","2002"
"2002","885=908","885","GB2","D726",1999,"1523","f","6C0D=6D0D","2002"
"2002","891=907","891","GB2","89C1",1999,"1509","m","m1509","2002"
"2002","965=1100","965","GB2","5D79",2000,"1524","f","D7EC","2002"
"2002","968=1107","968","GB2","0AF1",2000,"1518","f","f1518","2002"
"2002","990=1098","990","GB2","03F5",2000,"1520","m","m1520=1650=2399","2002"
"2003","584","584","GB2","5E44",NA,"","","",""
"2003","592","592","GB2","CECC",1995,"","","",""
"2003","597","597","GB2","5E7B",NA,"1873","m","m1873","2003"
"2003","599","599","GB2","5C0C",NA,"1876","m","m1876","2003"
"2003","1101","1101","GB2","16B4",1995,"1871","m","m1871","2003"
"2003","1420","1420","GB2","5D64",2001,"","","",""
"2003","1510","1510","GB2","A16A",2001,"","","",""
"2003","1513","1513","GB2","6C05",2001,"1878","m","m1878","2003"
"2003","1127=1514","1127","GB2","E2D0",2001,"1881","f","AB60","2003"
"2003","1130=1417","1130","GB2","3F49",2001,"1874","f","B1F6","2003"
"2003","1131=1422","1131","GB2","4DAD",2001,"1879","f","0931","2003"
"2003","1133=1419","1133","GB2","29BB",2001,"1877","m","m1877","2003"
"2003","1511=1640=1814","1511","GB2","A2E7",2002,"","","",""
"2003","1516=1815","1516","GB2","909C",2002,"1869","f","4A31","2003"
"2003","1519=1810","1519","GB2","742D",2002,"","","",""
"2003","1522=1637=1811","1522","GB2","D406",2002,"","","",""
"2003","1523=1639=1816","1523","GB2","6C0D=6D0D",2002,"","","",""
"2003","1524=1812","1524","GB2","D7EC",2002,"","","",""
"2003","1525=1813","1525","GB2","2122",2002,"","","",""
"2003","1636=2008=2084","1636","GB2","07F9=51C3",2002,"","","",""
"2003","430=600","430","GB2","A3C3",NA,"","","",""
"2003","431=596","431","GB2","66EE",NA,"","","",""
"2003","433=613","433","GB2","5574",NA,"","","",""
"2003","441=589","Combined_441+589","GB2","DFED",NA,"","","",""
"2003","444=593","444","GB2","1775",NA,"","","",""
"2003","578=620","578","GB2","91BB=5642",NA,"1870","m","m1870","2003"
"2003","739=913","739","GB2","1890",1998,"","","",""
"2003","747=815","747","GB2","BFBE",1998,"","","",""
"2003","874=988","874","GB2","FD3D",1999,"","","",""
"2003","877=906","combined_877+906","GB2","B8AA",1999,"","","",""
"2003","880=904","880","GB2","5631",1999,"","","",""
"2003","885=908","885","GB2","D726",1999,"","","",""
"2003","891=907","891","GB2","89C1",1999,"1880","m","m1880","2003"
"2003","965=1100","965","GB2","5D79",2000,"","","",""
"2003","968=1107","968","GB2","0AF1",2000,"1875","f","0675","2003"
"2003","990=1098","990","GB2","03F5",2000,"1872","m","m1872","2003"
"2004","584","584","GB2","5E44",NA,"","","",""
"2004","592","592","GB2","CECC",1995,"","","",""
"2004","597","597","GB2","5E7B",NA,"2079","m","m2079","2004"
"2004","599","599","GB2","5C0C",NA,"2075","f","C9AA","2004"
"2004","1101","1101","GB2","16B4",1995,"2089","m","m2089","2004"
"2004","1420","1420","GB2","5D64",2001,"2091","m","m2091","2004"
"2004","1510","1510","GB2","A16A",2001,"","","",""
"2004","1513","1513","GB2","6C05",2001,"2167","m","m2167","2004"
"2004","1127=1514","1127","GB2","E2D0",2001,"2090","f","5E65","2004"
"2004","1130=1417","1130","GB2","3F49",2001,"2076","f","AB98","2004"
"2004","1131=1422","1131","GB2","4DAD",2001,"","","",""
"2004","1133=1419","1133","GB2","29BB",2001,"2196","f","f2196","2004"
"2004","1511=1640=1814","1511","GB2","A2E7",2002,"","","",""
"2004","1516=1815","1516","GB2","909C",2002,"","","",""
"2004","1519=1810","1519","GB2","742D",2002,"2074","m","m2074","2004"
"2004","1523=1639=1816","1523","GB2","6C0D=6D0D",2002,"2080","m","m2080","2004"
"2004","1524=1812","1524","GB2","D7EC",2002,"2085","m","m2085","2004"
"2004","1525=1813","1525","GB2","2122",2002,"2087","m","m2087","2004"
"2004","1636=2008=2084","1636","GB2","07F9=51C3",2002,"","","",""
"2004","1869=2007","1869","GB2","4A31",2003,"2083","f","f2083","2004"
"2004","1874=2078","1874","GB2","B1F6",2003,"","","",""
"2004","1875=2017","2017","GB2","0675",2003,"2088","m","m2088","2004"
"2004","1879=2016","1879","GB2","0931",2003,"","","",""
"2004","1881=2015","1881","GB2","AB60",2003,"2077","f","7899","2004"
"2004","430=600","430","GB2","A3C3",NA,"2208","f","80ED","2004"
"2004","431=596","431","GB2","66EE",NA,"2072","m","m2072","2004"
"2004","433=613","433","GB2","5574",NA,"2165","m","m2165","2004"
"2004","441=589","Combined_441+589","GB2","DFED",NA,"2092","m","m2092","2004"
"2004","444=593","444","GB2","1775",NA,"2071","m","m2071","2004"
"2004","739=913","739","GB2","1890",1998,"","","",""
"2004","747=815","747","GB2","BFBE",1998,"","","",""
"2004","874=988","874","GB2","FD3D",1999,"2081","m","m2081","2004"
"2004","877=906","combined_877+906","GB2","B8AA",1999,"2086","m","m2086","2004"
"2004","880=904","880","GB2","5631",1999,"","","",""
"2004","885=908","885","GB2","D726",1999,"2073","f","9392=E480","2004"
"2004","891=907","891","GB2","89C1",1999,"","","",""
"2004","965=1100","965","GB2","5D79",2000,"","","",""
"2004","968=1107","968","GB2","0AF1",2000,"","","",""
"2004","990=1098","990","GB2","03F5",2000,"2082","m","m2082","2004"
"2004","","","GB2","",NA,"2166","f","f2166","2004"
"2005","584","584","GB2","5E44",NA,"2282","m","m2282","2005"
"2005","592","592","GB2","CECC",1995,"2306","f","223D","2005"
"2005","597","597","GB2","5E7B",NA,"","","",""
"2005","599","599","GB2","5C0C",NA,"","","",""
"2005","1101","1101","GB2","16B4",1995,"2296","m","m2296=2495","2005"
"2005","1420","1420","GB2","5D64",2001,"2286","f","D2F4","2005"
"2005","1510","1510","GB2","A16A",2001,"2443","f","2F3D","2005"
"2005","1513","1513","GB2","6C05",2001,"","","",""
"2005","2208","2208","GB2","80ED",2004,"","","",""
"2005","1130=1417","1130","GB2","3F49",2001,"2295","m","m2295","2005"
"2005","1133=1419","1133","GB2","29BB",2001,"2447","f","8B7E","2005"
"2005","1511=1640=1814","1511","GB2","A2E7",2002,"2291","f","f2291","2005"
"2005","1516=1815","1516","GB2","909C",2002,"2293","f","D00F","2005"
"2005","1519=1810","1519","GB2","742D",2002,"2301","m","m2301","2005"
"2005","1523=1639=1816","1523","GB2","6C0D=6D0D",2002,"","","",""
"2005","1524=1812","1524","GB2","D7EC",2002,"2298","m","m2298","2005"
"2005","1525=1813","1525","GB2","2122",2002,"","","",""
"2005","1636=2008=2084","1636","GB2","07F9=51C3",2002,"2288","f","B463","2005"
"2005","1869=2007","1869","GB2","4A31",2003,"2300","f","1B66","2005"
"2005","1874=2078","1874","GB2","B1F6",2003,"2289","m","m2289","2005"
"2005","1875=2017","2017","GB2","0675",2003,"","","",""
"2005","1881=2015","1881","GB2","AB60",2003,"","","",""
"2005","2073=2209=2297","2209","GB2","9392=E480",2004,"2299","f","f2299","2005"
"2005","2075=2212","2075","GB2","C9AA",2004,"","","",""
"2005","2076=2211","2076","GB2","AB98",2004,"2283","m","m2283","2005"
"2005","2077=2213","2077","GB2","7899",2004,"2285","f","f2285","2005"
"2005","2090=2210","2090","GB2","5E65",2004,"2305","f","f2305","2005"
"2005","430=600","430","GB2","A3C3",NA,"2478","f","1AC9=1AC4","2005"
"2005","431=596","431","GB2","66EE",NA,"2287","m","m2287","2005"
"2005","433=613","433","GB2","5574",NA,"2292","f","1731","2005"
"2005","444=593","444","GB2","1775",NA,"","","",""
"2005","739=913","739","GB2","1890",1998,"","","",""
"2005","747=815","747","GB2","BFBE",1998,"2290","m","m2290","2005"
"2005","874=988","874","GB2","FD3D",1999,"2294","m","m2294","2005"
"2005","877=906","combined_877+906","GB2","B8AA",1999,"2444","f","B597=B587","2005"
"2005","880=904","880","GB2","5631",1999,"2302","f","A2B1=A2BA","2005"
"2005","885=908","885","GB2","D726",1999,"","","",""
"2005","965=1100","965","GB2","5D79",2000,"","","",""
"2005","968=1107","968","GB2","0AF1",2000,"2303","f","f2303","2005"
"2005","990=1098","990","GB2","03F5",2000,"2304","f","B3ED","2005"
"2006","599","599","GB2","5C0C",NA,"2735","m","H153093","2006"
"2006","1420","1420","GB2","5D64",2001,"2486","m","m2486","2006"
"2006","1510","1510","GB2","A16A",2001,"2482","f","f2482","2006"
"2006","1513","1513","GB2","6C05",2001,"2485","f","8D6A","2006"
"2006","2208","2208","GB2","80ED",2004,"","","",""
"2006","2443","2443","GB2","2F3D",2005,"","","",""
"2006","2444","2444","GB2","B597=B587",2005,"","","",""
"2006","1130=1417","1130","GB2","3F49",2001,"2483","m","m2483","2006"
"2006","1133=1419","1133","GB2","29BB",2001,"2698","m","m2698","2006"
"2006","1523=1639=1816","1523","GB2","6C0D=6D0D",2002,"2477","f","f2477","2006"
"2006","1524=1812","1524","GB2","D7EC",2002,"2476","f","780A","2006"
"2006","1525=1813","1525","GB2","2122",2002,"2481","m","m2481","2006"
