"from","to","weight","pair_type","from_role","to_role"
"663E","D3E1",0.133333333333333,"other","mother","daughter"
"663E","C809",0.125,"other","mother","daughter"
"663E","3CC1",0.1875,"other","mother","daughter"
"663E","3C0F",0.166666666666667,"other","mother","daughter"
"663E","5A31",0.1,"other","mother","daughter"
"663E","AC37",0.125,"other","mother","daughter"
"663E","9A5D",0.0769230769230769,"other","mother","daughter"
"663E","418B",0.133333333333333,"other","mother","daughter"
"663E","8787",0.25,"other","mother","daughter"
"663E","D4DC",0.0666666666666667,"other","mother","daughter"
"DCCF","0387",0.352941176470588,"other","mother","daughter"
"DCCF","A312",0.125,"other","mother","daughter"
"DCCF","82C7",0.35,"other","mother","daughter"
"DCCF","D3E1",0.285714285714286,"other","mother","daughter"
"DCCF","C809",0.473684210526316,"other","mother","daughter"
"DCCF","3CC1",0.45,"mother-daughter","mother","daughter"
"DCCF","3C0F",0.2,"other","mother","daughter"
"DCCF","5A31",0.166666666666667,"other","mother","daughter"
"DCCF","AC37",0.333333333333333,"other","mother","daughter"
"DCCF","9A5D",0.333333333333333,"other","mother","daughter"
"DCCF","418B",0.285714285714286,"other","mother","daughter"
"DCCF","8787",0.388888888888889,"other","mother","daughter"
"DCCF","D4DC",0.368421052631579,"other","mother","daughter"
"15BF","0387",0.25,"other","mother","daughter"
"15BF","A312",0.666666666666667,"mother-daughter","mother","daughter"
"15BF","82C7",0.166666666666667,"other","mother","daughter"
"15BF","D3E1",0.166666666666667,"other","mother","daughter"
"15BF","C809",0.0714285714285714,"other","mother","daughter"
"15BF","3CC1",0.142857142857143,"other","mother","daughter"
"80F1","0387",0.142857142857143,"other","mother","daughter"
"80F1","A312",0.222222222222222,"other","mother","daughter"
"80F1","82C7",0.111111111111111,"other","mother","daughter"
"80F1","D3E1",0.111111111111111,"other","mother","daughter"
"80F1","C809",0.166666666666667,"other","mother","daughter"
"80F1","3CC1",0.222222222222222,"other","mother","daughter"
"80F1","5A31",0.0769230769230769,"other","mother","daughter"
"80F1","AC37",0.235294117647059,"other","mother","daughter"
"80F1","9A5D",0.214285714285714,"mother-daughter","mother","daughter"
"80F1","418B",0.0526315789473684,"other","mother","daughter"
"80F1","8787",0.125,"other","mother","daughter"
"80F1","D4DC",0.117647058823529,"other","mother","daughter"
"0387","879F",0.176470588235294,"other","daughter","mother"
"0387","F44A",0.1,"other","daughter","mother"
"0387","CB2B",0.1,"other","daughter","mother"
"0387","4ECA",0.333333333333333,"other","daughter","mother"
"0387","0255",0.133333333333333,"other","daughter","mother"
"A312","4FE4",0.166666666666667,"other","daughter","mother"
"A312","879F",0.153846153846154,"other","daughter","mother"
"A312","CB2B",0.2,"other","daughter","mother"
"A312","4ECA",0.0714285714285714,"other","daughter","mother"
"82C7","879F",0.2,"other","daughter","mother"
"82C7","F44A",0.0714285714285714,"other","daughter","mother"
"82C7","CB2B",0.0714285714285714,"other","daughter","mother"
"82C7","4ECA",0.411764705882353,"other","daughter","mother"
"82C7","0255",0.235294117647059,"other","daughter","mother"
"D3E1","4FE4",0.0666666666666667,"other","daughter","mother"
"D3E1","879F",0.0909090909090909,"other","daughter","mother"
"D3E1","CB2B",0.153846153846154,"other","daughter","mother"
"D3E1","4ECA",0.263157894736842,"other","daughter","mother"
"D3E1","0255",0.235294117647059,"other","daughter","mother"
"C809","879F",0.136363636363636,"other","daughter","mother"
"C809","F44A",0.0666666666666667,"other","daughter","mother"
"C809","CB2B",0.142857142857143,"other","daughter","mother"
"C809","4ECA",0.5625,"mother-daughter","daughter","mother"
"C809","0255",0.157894736842105,"other","daughter","mother"
"3CC1","879F",0.130434782608696,"other","daughter","mother"
"3CC1","F44A",0.0625,"other","daughter","mother"
"3CC1","CB2B",0.133333333333333,"other","daughter","mother"
"3CC1","4ECA",0.444444444444444,"other","daughter","mother"
"3CC1","0255",0.352941176470588,"other","daughter","mother"
"4FE4","3C0F",0.181818181818182,"other","mother","daughter"
"4FE4","AC37",0.0625,"other","mother","daughter"
"4FE4","418B",0.0666666666666667,"mother-daughter","mother","daughter"
"4FE4","8787",0.0769230769230769,"other","mother","daughter"
"879F","3C0F",0.3125,"other","mother","daughter"
"879F","5A31",0.384615384615385,"other","mother","daughter"
"879F","AC37",0.315789473684211,"mother-daughter","mother","daughter"
"879F","9A5D",0.166666666666667,"other","mother","daughter"
"879F","418B",0.411764705882353,"other","mother","daughter"
"879F","8787",0.375,"other","mother","daughter"
"879F","D4DC",0.15,"other","mother","daughter"
"F44A","3C0F",0.2,"other","mother","daughter"
"F44A","5A31",0.125,"mother-daughter","mother","daughter"
"F44A","AC37",0.0666666666666667,"other","mother","daughter"
"F44A","9A5D",0.0909090909090909,"other","mother","daughter"
"F44A","418B",0.153846153846154,"other","mother","daughter"
"F44A","8787",0.0833333333333333,"other","mother","daughter"
"F44A","D4DC",0.0769230769230769,"other","mother","daughter"
"CB2B","9A5D",0.0909090909090909,"other","mother","daughter"
"CB2B","8787",0.181818181818182,"mother-daughter","mother","daughter"
"CB2B","D4DC",0.0769230769230769,"other","mother","daughter"
"3C0F","4ECA",0.3125,"other","daughter","mother"
"3C0F","0255",0.0588235294117647,"mother-daughter","daughter","mother"
"4ECA","5A31",0.0588235294117647,"other","mother","daughter"
"4ECA","AC37",0.19047619047619,"other","mother","daughter"
"4ECA","9A5D",0.3125,"other","mother","daughter"
"4ECA","418B",0.263157894736842,"other","mother","daughter"
"4ECA","8787",0.466666666666667,"other","mother","daughter"
"4ECA","D4DC",0.4375,"other","mother","daughter"
"5A31","0255",0.25,"other","daughter","mother"
"AC37","0255",0.294117647058824,"other","daughter","mother"
"9A5D","0255",0.2,"other","daughter","mother"
"418B","0255",0.3125,"other","daughter","mother"
"0255","8787",0.357142857142857,"other","mother","daughter"
"0255","D4DC",0.333333333333333,"other","mother","daughter"
