"from","to","weight","pair_type","from_role","to_role","year","pairID"
"41C1","8787",0.0909090909090909,"mother-random-juvenile","mother","daughter",2020,"41C1-8787"
"41C1","D4DC",0.0833333333333333,"mother-random-juvenile","mother","daughter",2020,"41C1-D4DC"
"EC1A","0387",0.272727272727273,"mother-random-juvenile","mother","daughter",2020,"0387-EC1A"
"EC1A","A312",0.0952380952380952,"mother-random-juvenile","mother","daughter",2020,"A312-EC1A"
"EC1A","82C7",0.454545454545455,"mother-daughter","mother","daughter",2020,"82C7-EC1A"
"EC1A","D3E1",0.523809523809524,"mother-random-juvenile","mother","daughter",2020,"D3E1-EC1A"
"EC1A","C809",0.5,"mother-random-juvenile","mother","daughter",2020,"C809-EC1A"
"EC1A","3CC1",0.478260869565217,"mother-random-juvenile","mother","daughter",2020,"3CC1-EC1A"
"EC1A","3C0F",0.208333333333333,"mother-random-juvenile","mother","daughter",2020,"3C0F-EC1A"
"EC1A","5A31",0.130434782608696,"mother-random-juvenile","mother","daughter",2020,"5A31-EC1A"
"EC1A","AC37",0.269230769230769,"mother-random-juvenile","mother","daughter",2020,"AC37-EC1A"
"EC1A","9A5D",0.318181818181818,"mother-random-juvenile","mother","daughter",2020,"9A5D-EC1A"
"EC1A","418B",0.333333333333333,"mother-random-juvenile","mother","daughter",2020,"418B-EC1A"
"EC1A","8787",0.2,"mother-random-juvenile","mother","daughter",2020,"8787-EC1A"
"EC1A","D4DC",0.476190476190476,"mother-random-juvenile","mother","daughter",2020,"D4DC-EC1A"
"663E","0387",0.3,"mother-daughter","mother","daughter",2020,"0387-663E"
"663E","A312",0.6,"mother-random-juvenile","mother","daughter",2020,"663E-A312"
"663E","82C7",0.214285714285714,"mother-random-juvenile","mother","daughter",2020,"663E-82C7"
"663E","D3E1",0.133333333333333,"mother-random-juvenile","mother","daughter",2020,"663E-D3E1"
"663E","C809",0.125,"mother-random-juvenile","mother","daughter",2020,"663E-C809"
"663E","3CC1",0.1875,"mother-random-juvenile","mother","daughter",2020,"3CC1-663E"
"663E","3C0F",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"3C0F-663E"
"663E","5A31",0.1,"mother-random-juvenile","mother","daughter",2020,"5A31-663E"
"663E","AC37",0.125,"mother-random-juvenile","mother","daughter",2020,"663E-AC37"
"663E","9A5D",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"663E-9A5D"
"663E","418B",0.133333333333333,"mother-random-juvenile","mother","daughter",2020,"418B-663E"
"663E","8787",0.25,"mother-random-juvenile","mother","daughter",2020,"663E-8787"
"663E","D4DC",0.0666666666666667,"mother-random-juvenile","mother","daughter",2020,"663E-D4DC"
"DCCF","0387",0.352941176470588,"mother-random-juvenile","mother","daughter",2020,"0387-DCCF"
"DCCF","A312",0.125,"mother-random-juvenile","mother","daughter",2020,"A312-DCCF"
"DCCF","82C7",0.35,"mother-random-juvenile","mother","daughter",2020,"82C7-DCCF"
"DCCF","D3E1",0.285714285714286,"mother-random-juvenile","mother","daughter",2020,"D3E1-DCCF"
"DCCF","C809",0.473684210526316,"mother-random-juvenile","mother","daughter",2020,"C809-DCCF"
"DCCF","3CC1",0.45,"mother-daughter","mother","daughter",2020,"3CC1-DCCF"
"DCCF","3C0F",0.2,"mother-random-juvenile","mother","daughter",2020,"3C0F-DCCF"
"DCCF","5A31",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"5A31-DCCF"
"DCCF","AC37",0.333333333333333,"mother-random-juvenile","mother","daughter",2020,"AC37-DCCF"
"DCCF","9A5D",0.333333333333333,"mother-random-juvenile","mother","daughter",2020,"9A5D-DCCF"
"DCCF","418B",0.285714285714286,"mother-random-juvenile","mother","daughter",2020,"418B-DCCF"
"DCCF","8787",0.388888888888889,"mother-random-juvenile","mother","daughter",2020,"8787-DCCF"
"DCCF","D4DC",0.368421052631579,"mother-random-juvenile","mother","daughter",2020,"D4DC-DCCF"
"15BF","0387",0.25,"mother-random-juvenile","mother","daughter",2020,"0387-15BF"
"15BF","A312",0.666666666666667,"mother-daughter","mother","daughter",2020,"15BF-A312"
"15BF","82C7",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"15BF-82C7"
"15BF","D3E1",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"15BF-D3E1"
"15BF","C809",0.0714285714285714,"mother-random-juvenile","mother","daughter",2020,"15BF-C809"
"15BF","3CC1",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"15BF-3CC1"
"80F1","0387",0.142857142857143,"mother-random-juvenile","mother","daughter",2020,"0387-80F1"
"80F1","A312",0.222222222222222,"mother-random-juvenile","mother","daughter",2020,"80F1-A312"
"80F1","82C7",0.111111111111111,"mother-random-juvenile","mother","daughter",2020,"80F1-82C7"
"80F1","D3E1",0.111111111111111,"mother-random-juvenile","mother","daughter",2020,"80F1-D3E1"
"80F1","C809",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"80F1-C809"
"80F1","3CC1",0.222222222222222,"mother-random-juvenile","mother","daughter",2020,"3CC1-80F1"
"80F1","5A31",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"5A31-80F1"
"80F1","AC37",0.235294117647059,"mother-random-juvenile","mother","daughter",2020,"80F1-AC37"
"80F1","9A5D",0.214285714285714,"mother-daughter","mother","daughter",2020,"80F1-9A5D"
"80F1","418B",0.0526315789473684,"mother-random-juvenile","mother","daughter",2020,"418B-80F1"
"80F1","8787",0.125,"mother-random-juvenile","mother","daughter",2020,"80F1-8787"
"80F1","D4DC",0.117647058823529,"mother-random-juvenile","mother","daughter",2020,"80F1-D4DC"
"0387","879F",0.176470588235294,"mother-random-juvenile","daughter","mother",2020,"0387-879F"
"0387","F44A",0.1,"mother-random-juvenile","daughter","mother",2020,"0387-F44A"
"0387","CB2B",0.1,"mother-random-juvenile","daughter","mother",2020,"0387-CB2B"
"0387","4ECA",0.333333333333333,"mother-random-juvenile","daughter","mother",2020,"0387-4ECA"
"0387","0255",0.133333333333333,"mother-random-juvenile","daughter","mother",2020,"0255-0387"
"A312","4FE4",0.166666666666667,"mother-random-juvenile","daughter","mother",2020,"4FE4-A312"
"A312","879F",0.153846153846154,"mother-random-juvenile","daughter","mother",2020,"879F-A312"
"A312","CB2B",0.2,"mother-random-juvenile","daughter","mother",2020,"A312-CB2B"
"A312","4ECA",0.0714285714285714,"mother-random-juvenile","daughter","mother",2020,"4ECA-A312"
"82C7","879F",0.2,"mother-random-juvenile","daughter","mother",2020,"82C7-879F"
"82C7","F44A",0.0714285714285714,"mother-random-juvenile","daughter","mother",2020,"82C7-F44A"
"82C7","CB2B",0.0714285714285714,"mother-random-juvenile","daughter","mother",2020,"82C7-CB2B"
"82C7","4ECA",0.411764705882353,"mother-random-juvenile","daughter","mother",2020,"4ECA-82C7"
"82C7","0255",0.235294117647059,"mother-random-juvenile","daughter","mother",2020,"0255-82C7"
"D3E1","4FE4",0.0666666666666667,"mother-random-juvenile","daughter","mother",2020,"4FE4-D3E1"
"D3E1","879F",0.0909090909090909,"mother-random-juvenile","daughter","mother",2020,"879F-D3E1"
"D3E1","CB2B",0.153846153846154,"mother-random-juvenile","daughter","mother",2020,"CB2B-D3E1"
"D3E1","4ECA",0.263157894736842,"mother-random-juvenile","daughter","mother",2020,"4ECA-D3E1"
"D3E1","0255",0.235294117647059,"mother-random-juvenile","daughter","mother",2020,"0255-D3E1"
"C809","879F",0.136363636363636,"mother-random-juvenile","daughter","mother",2020,"879F-C809"
"C809","F44A",0.0666666666666667,"mother-random-juvenile","daughter","mother",2020,"C809-F44A"
"C809","CB2B",0.142857142857143,"mother-random-juvenile","daughter","mother",2020,"C809-CB2B"
"C809","4ECA",0.5625,"mother-daughter","daughter","mother",2020,"4ECA-C809"
"C809","0255",0.157894736842105,"mother-random-juvenile","daughter","mother",2020,"0255-C809"
"3CC1","879F",0.130434782608696,"mother-random-juvenile","daughter","mother",2020,"3CC1-879F"
"3CC1","F44A",0.0625,"mother-random-juvenile","daughter","mother",2020,"3CC1-F44A"
"3CC1","CB2B",0.133333333333333,"mother-random-juvenile","daughter","mother",2020,"3CC1-CB2B"
"3CC1","4ECA",0.444444444444444,"mother-random-juvenile","daughter","mother",2020,"3CC1-4ECA"
"3CC1","0255",0.352941176470588,"mother-random-juvenile","daughter","mother",2020,"0255-3CC1"
"4FE4","3C0F",0.181818181818182,"mother-random-juvenile","mother","daughter",2020,"3C0F-4FE4"
"4FE4","AC37",0.0625,"mother-random-juvenile","mother","daughter",2020,"4FE4-AC37"
"4FE4","418B",0.0666666666666667,"mother-daughter","mother","daughter",2020,"418B-4FE4"
"4FE4","8787",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"4FE4-8787"
"879F","3C0F",0.3125,"mother-random-juvenile","mother","daughter",2020,"3C0F-879F"
"879F","5A31",0.384615384615385,"mother-random-juvenile","mother","daughter",2020,"5A31-879F"
"879F","AC37",0.315789473684211,"mother-daughter","mother","daughter",2020,"879F-AC37"
"879F","9A5D",0.166666666666667,"mother-random-juvenile","mother","daughter",2020,"879F-9A5D"
"879F","418B",0.411764705882353,"mother-random-juvenile","mother","daughter",2020,"418B-879F"
"879F","8787",0.375,"mother-random-juvenile","mother","daughter",2020,"8787-879F"
"879F","D4DC",0.15,"mother-random-juvenile","mother","daughter",2020,"879F-D4DC"
"F44A","3C0F",0.2,"mother-random-juvenile","mother","daughter",2020,"3C0F-F44A"
"F44A","5A31",0.125,"mother-daughter","mother","daughter",2020,"5A31-F44A"
"F44A","AC37",0.0666666666666667,"mother-random-juvenile","mother","daughter",2020,"AC37-F44A"
"F44A","9A5D",0.0909090909090909,"mother-random-juvenile","mother","daughter",2020,"9A5D-F44A"
"F44A","418B",0.153846153846154,"mother-random-juvenile","mother","daughter",2020,"418B-F44A"
"F44A","8787",0.0833333333333333,"mother-random-juvenile","mother","daughter",2020,"8787-F44A"
"F44A","D4DC",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"D4DC-F44A"
"CB2B","9A5D",0.0909090909090909,"mother-random-juvenile","mother","daughter",2020,"9A5D-CB2B"
"CB2B","8787",0.181818181818182,"mother-daughter","mother","daughter",2020,"8787-CB2B"
"CB2B","D4DC",0.0769230769230769,"mother-random-juvenile","mother","daughter",2020,"CB2B-D4DC"
"3C0F","4ECA",0.3125,"mother-random-juvenile","daughter","mother",2020,"3C0F-4ECA"
"3C0F","0255",0.0588235294117647,"mother-daughter","daughter","mother",2020,"0255-3C0F"
"4ECA","5A31",0.0588235294117647,"mother-random-juvenile","mother","daughter",2020,"4ECA-5A31"
"4ECA","AC37",0.19047619047619,"mother-random-juvenile","mother","daughter",2020,"4ECA-AC37"
"4ECA","9A5D",0.3125,"mother-random-juvenile","mother","daughter",2020,"4ECA-9A5D"
"4ECA","418B",0.263157894736842,"mother-random-juvenile","mother","daughter",2020,"418B-4ECA"
"4ECA","8787",0.466666666666667,"mother-random-juvenile","mother","daughter",2020,"4ECA-8787"
"4ECA","D4DC",0.4375,"mother-random-juvenile","mother","daughter",2020,"4ECA-D4DC"
"5A31","0255",0.25,"mother-random-juvenile","daughter","mother",2020,"0255-5A31"
"AC37","0255",0.294117647058824,"mother-random-juvenile","daughter","mother",2020,"0255-AC37"
"9A5D","0255",0.2,"mother-random-juvenile","daughter","mother",2020,"0255-9A5D"
"418B","0255",0.3125,"mother-random-juvenile","daughter","mother",2020,"0255-418B"
"0255","8787",0.357142857142857,"mother-random-juvenile","mother","daughter",2020,"0255-8787"
"0255","D4DC",0.333333333333333,"mother-random-juvenile","mother","daughter",2020,"0255-D4DC"
"39ED","A42D",0.230769230769231,"mother-random-juvenile","mother","daughter",2021,"39ED-A42D"
"39ED","B3E8",0.375,"mother-random-juvenile","mother","daughter",2021,"39ED-B3E8"
"39ED","0145",0.178571428571429,"mother-random-juvenile","mother","daughter",2021,"0145-39ED"
"39ED","0734",0.296296296296296,"mother-random-juvenile","mother","daughter",2021,"0734-39ED"
"39ED","34C9",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"34C9-39ED"
"39ED","494F",0.222222222222222,"mother-random-juvenile","mother","daughter",2021,"39ED-494F"
"39ED","8106",0.25,"mother-random-juvenile","mother","daughter",2021,"39ED-8106"
"39ED","8666",0.45,"mother-random-juvenile","mother","daughter",2021,"39ED-8666"
"39ED","8BE4",0.375,"mother-random-juvenile","mother","daughter",2021,"39ED-8BE4"
"39ED","9A80",0.318181818181818,"mother-random-juvenile","mother","daughter",2021,"39ED-9A80"
"39ED","A16E",0.294117647058824,"mother-daughter","mother","daughter",2021,"39ED-A16E"
"39ED","A816",0.32,"mother-random-juvenile","mother","daughter",2021,"39ED-A816"
"39ED","D849",0.263157894736842,"mother-random-juvenile","mother","daughter",2021,"39ED-D849"
"AC35","A42D",0.285714285714286,"mother-random-juvenile","mother","daughter",2021,"A42D-AC35"
"AC35","B3E8",0.275862068965517,"mother-random-juvenile","mother","daughter",2021,"AC35-B3E8"
"AC35","0145",0.275862068965517,"mother-random-juvenile","mother","daughter",2021,"0145-AC35"
"AC35","0734",0.181818181818182,"mother-random-juvenile","mother","daughter",2021,"0734-AC35"
"AC35","34C9",0.285714285714286,"mother-random-juvenile","mother","daughter",2021,"34C9-AC35"
"AC35","494F",0.275862068965517,"mother-random-juvenile","mother","daughter",2021,"494F-AC35"
"AC35","8106",0.258064516129032,"mother-random-juvenile","mother","daughter",2021,"8106-AC35"
"AC35","8666",0.269230769230769,"mother-random-juvenile","mother","daughter",2021,"8666-AC35"
"AC35","8BE4",0.321428571428571,"mother-random-juvenile","mother","daughter",2021,"8BE4-AC35"
"AC35","9A80",0.137931034482759,"mother-random-juvenile","mother","daughter",2021,"9A80-AC35"
"AC35","A16E",0.238095238095238,"mother-random-juvenile","mother","daughter",2021,"A16E-AC35"
"AC35","A816",0.608695652173913,"mother-daughter","mother","daughter",2021,"A816-AC35"
"AC35","D849",0.166666666666667,"mother-random-juvenile","mother","daughter",2021,"AC35-D849"
"BF04","A42D",0.444444444444444,"mother-random-juvenile","mother","daughter",2021,"A42D-BF04"
"BF04","B3E8",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"B3E8-BF04"
"BF04","0145",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"0145-BF04"
"BF04","0734",0.235294117647059,"mother-random-juvenile","mother","daughter",2021,"0734-BF04"
"BF04","34C9",0.258064516129032,"mother-random-juvenile","mother","daughter",2021,"34C9-BF04"
"BF04","494F",0.290322580645161,"mother-random-juvenile","mother","daughter",2021,"494F-BF04"
"BF04","8106",0.3125,"mother-random-juvenile","mother","daughter",2021,"8106-BF04"
"BF04","8666",0.44,"mother-daughter","mother","daughter",2021,"8666-BF04"
"BF04","8BE4",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"8BE4-BF04"
"BF04","9A80",0.161290322580645,"mother-random-juvenile","mother","daughter",2021,"9A80-BF04"
"BF04","A16E",0.318181818181818,"mother-random-juvenile","mother","daughter",2021,"A16E-BF04"
"BF04","A816",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"A816-BF04"
"BF04","D849",0.192307692307692,"mother-random-juvenile","mother","daughter",2021,"BF04-D849"
"41C1","A42D",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"41C1-A42D"
"41C1","B3E8",0.434782608695652,"mother-random-juvenile","mother","daughter",2021,"41C1-B3E8"
"41C1","0145",0.375,"mother-random-juvenile","mother","daughter",2021,"0145-41C1"
"41C1","0734",0.346153846153846,"mother-random-juvenile","mother","daughter",2021,"0734-41C1"
"41C1","34C9",0.523809523809524,"mother-daughter","mother","daughter",2021,"34C9-41C1"
"41C1","494F",0.269230769230769,"mother-random-juvenile","mother","daughter",2021,"41C1-494F"
"41C1","8106",0.346153846153846,"mother-random-juvenile","mother","daughter",2021,"41C1-8106"
"41C1","8666",0.526315789473684,"mother-random-juvenile","mother","daughter",2021,"41C1-8666"
"41C1","8BE4",0.5,"mother-random-juvenile","mother","daughter",2021,"41C1-8BE4"
"41C1","9A80",0.380952380952381,"mother-random-juvenile","mother","daughter",2021,"41C1-9A80"
"41C1","A16E",0.375,"mother-random-juvenile","mother","daughter",2021,"41C1-A16E"
"41C1","A816",0.375,"mother-random-juvenile","mother","daughter",2021,"41C1-A816"
"41C1","D849",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"41C1-D849"
"E063","A42D",0.476190476190476,"mother-random-juvenile","mother","daughter",2021,"A42D-E063"
"E063","B3E8",0.684210526315789,"mother-daughter","mother","daughter",2021,"B3E8-E063"
"E063","0145",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"0145-E063"
"E063","0734",0.36,"mother-random-juvenile","mother","daughter",2021,"0734-E063"
"E063","34C9",0.291666666666667,"mother-random-juvenile","mother","daughter",2021,"34C9-E063"
"E063","494F",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"494F-E063"
"E063","8106",0.307692307692308,"mother-random-juvenile","mother","daughter",2021,"8106-E063"
"E063","8666",0.473684210526316,"mother-random-juvenile","mother","daughter",2021,"8666-E063"
"E063","8BE4",0.684210526315789,"mother-random-juvenile","mother","daughter",2021,"8BE4-E063"
"E063","9A80",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"9A80-E063"
"E063","A16E",0.5,"mother-random-juvenile","mother","daughter",2021,"A16E-E063"
"E063","A816",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"A816-E063"
"E063","D849",0.277777777777778,"mother-random-juvenile","mother","daughter",2021,"D849-E063"
"F44A","A42D",0.444444444444444,"mother-random-juvenile","mother","daughter",2021,"A42D-F44A"
"F44A","B3E8",0.379310344827586,"mother-random-juvenile","mother","daughter",2021,"B3E8-F44A"
"F44A","0145",0.379310344827586,"mother-random-juvenile","mother","daughter",2021,"0145-F44A"
"F44A","0734",0.272727272727273,"mother-random-juvenile","mother","daughter",2021,"0734-F44A"
"F44A","34C9",0.258064516129032,"mother-random-juvenile","mother","daughter",2021,"34C9-F44A"
"F44A","494F",0.212121212121212,"mother-random-juvenile","mother","daughter",2021,"494F-F44A"
"F44A","8106",0.3125,"mother-random-juvenile","mother","daughter",2021,"8106-F44A"
"F44A","8666",0.241379310344828,"mother-random-juvenile","mother","daughter",2021,"8666-F44A"
"F44A","8BE4",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"8BE4-F44A"
"F44A","9A80",0.384615384615385,"mother-daughter","mother","daughter",2021,"9A80-F44A"
"F44A","A16E",0.16,"mother-random-juvenile","mother","daughter",2021,"A16E-F44A"
"F44A","A816",0.290322580645161,"mother-random-juvenile","mother","daughter",2021,"A816-F44A"
"F44A","D849",0.148148148148148,"mother-random-juvenile","mother","daughter",2021,"D849-F44A"
"A539","A42D",0.275862068965517,"mother-random-juvenile","mother","daughter",2021,"A42D-A539"
"A539","B3E8",0.407407407407407,"mother-random-juvenile","mother","daughter",2021,"A539-B3E8"
"A539","0145",0.310344827586207,"mother-random-juvenile","mother","daughter",2021,"0145-A539"
"A539","0734",0.379310344827586,"mother-random-juvenile","mother","daughter",2021,"0734-A539"
"A539","34C9",0.423076923076923,"mother-random-juvenile","mother","daughter",2021,"34C9-A539"
"A539","494F",0.310344827586207,"mother-random-juvenile","mother","daughter",2021,"494F-A539"
"A539","8106",0.379310344827586,"mother-random-juvenile","mother","daughter",2021,"8106-A539"
"A539","8666",0.416666666666667,"mother-random-juvenile","mother","daughter",2021,"8666-A539"
"A539","8BE4",0.461538461538462,"mother-random-juvenile","mother","daughter",2021,"8BE4-A539"
"A539","9A80",0.259259259259259,"mother-random-juvenile","mother","daughter",2021,"9A80-A539"
"A539","A16E",0.35,"mother-random-juvenile","mother","daughter",2021,"A16E-A539"
"A539","A816",0.310344827586207,"mother-random-juvenile","mother","daughter",2021,"A539-A816"
"A539","D849",0.380952380952381,"mother-daughter","mother","daughter",2021,"A539-D849"
"44BD","A42D",0.285714285714286,"mother-random-juvenile","mother","daughter",2021,"44BD-A42D"
"44BD","B3E8",0.37037037037037,"mother-random-juvenile","mother","daughter",2021,"44BD-B3E8"
"44BD","0145",0.233333333333333,"mother-random-juvenile","mother","daughter",2021,"0145-44BD"
"44BD","0734",0.3,"mother-daughter","mother","daughter",2021,"0734-44BD"
"44BD","34C9",0.285714285714286,"mother-random-juvenile","mother","daughter",2021,"34C9-44BD"
"44BD","494F",0.275862068965517,"mother-random-juvenile","mother","daughter",2021,"44BD-494F"
"44BD","8106",0.3,"mother-random-juvenile","mother","daughter",2021,"44BD-8106"
"44BD","8666",0.375,"mother-random-juvenile","mother","daughter",2021,"44BD-8666"
"44BD","8BE4",0.423076923076923,"mother-random-juvenile","mother","daughter",2021,"44BD-8BE4"
"44BD","9A80",0.178571428571429,"mother-random-juvenile","mother","daughter",2021,"44BD-9A80"
"44BD","A16E",0.3,"mother-random-juvenile","mother","daughter",2021,"44BD-A16E"
"44BD","A816",0.37037037037037,"mother-random-juvenile","mother","daughter",2021,"44BD-A816"
"44BD","D849",0.217391304347826,"mother-random-juvenile","mother","daughter",2021,"44BD-D849"
"D629","A42D",0.590909090909091,"mother-random-juvenile","mother","daughter",2021,"A42D-D629"
"D629","B3E8",0.44,"mother-random-juvenile","mother","daughter",2021,"B3E8-D629"
"D629","0145",0.565217391304348,"mother-random-juvenile","mother","daughter",2021,"0145-D629"
"D629","0734",0.310344827586207,"mother-random-juvenile","mother","daughter",2021,"0734-D629"
"D629","34C9",0.346153846153846,"mother-random-juvenile","mother","daughter",2021,"34C9-D629"
"D629","494F",0.333333333333333,"mother-random-juvenile","mother","daughter",2021,"494F-D629"
"D629","8106",0.357142857142857,"mother-daughter","mother","daughter",2021,"8106-D629"
"D629","8666",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"8666-D629"
"D629","8BE4",0.5,"mother-random-juvenile","mother","daughter",2021,"8BE4-D629"
"D629","9A80",0.391304347826087,"mother-random-juvenile","mother","daughter",2021,"9A80-D629"
"D629","A16E",0.315789473684211,"mother-random-juvenile","mother","daughter",2021,"A16E-D629"
"D629","A816",0.44,"mother-random-juvenile","mother","daughter",2021,"A816-D629"
"D629","D849",0.227272727272727,"mother-random-juvenile","mother","daughter",2021,"D629-D849"
"C5F2","A42D",0.666666666666667,"mother-random-juvenile","mother","daughter",2021,"A42D-C5F2"
"C5F2","B3E8",0.714285714285714,"mother-random-juvenile","mother","daughter",2021,"B3E8-C5F2"
"C5F2","0145",0.636363636363636,"mother-daughter","mother","daughter",2021,"0145-C5F2"
"C5F2","0734",0.407407407407407,"mother-random-juvenile","mother","daughter",2021,"0734-C5F2"
"C5F2","34C9",0.521739130434783,"mother-random-juvenile","mother","daughter",2021,"34C9-C5F2"
"C5F2","494F",0.384615384615385,"mother-random-juvenile","mother","daughter",2021,"494F-C5F2"
"C5F2","8106",0.357142857142857,"mother-random-juvenile","mother","daughter",2021,"8106-C5F2"
"C5F2","8666",0.523809523809524,"mother-random-juvenile","mother","daughter",2021,"8666-C5F2"
"C5F2","8BE4",0.8,"mother-random-juvenile","mother","daughter",2021,"8BE4-C5F2"
"C5F2","9A80",0.454545454545455,"mother-random-juvenile","mother","daughter",2021,"9A80-C5F2"
"C5F2","A16E",0.470588235294118,"mother-random-juvenile","mother","daughter",2021,"A16E-C5F2"
"C5F2","A816",0.565217391304348,"mother-random-juvenile","mother","daughter",2021,"A816-C5F2"
"C5F2","D849",0.35,"mother-random-juvenile","mother","daughter",2021,"C5F2-D849"
"15BF","A42D",0.4,"mother-random-juvenile","mother","daughter",2021,"15BF-A42D"
"15BF","B3E8",0.636363636363636,"mother-random-juvenile","mother","daughter",2021,"15BF-B3E8"
"15BF","0145",0.384615384615385,"mother-random-juvenile","mother","daughter",2021,"0145-15BF"
"15BF","0734",0.310344827586207,"mother-random-juvenile","mother","daughter",2021,"0734-15BF"
